,Customer Type,Class,Flight Distance,Seat Comfort,Inflight Wifi Service,Inflight Entertainment,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
63531,0,0,2575,5,3,0,2,0,7,1
34727,1,0,1813,4,2,4,5,0,0,0
119880,1,2,271,4,2,4,5,0,0,1
48694,0,2,2415,2,5,2,4,4,8,0
8653,1,0,1925,2,4,2,2,0,0,0
119750,1,2,351,5,5,4,5,3,0,1
22503,1,0,1614,3,2,4,3,1,0,0
34822,1,0,567,4,2,4,5,88,83,0
10492,1,1,1838,2,5,4,3,0,0,0
84919,1,2,834,1,1,4,3,0,0,1
89003,1,2,219,1,2,5,4,20,22,1
7534,1,1,1235,1,3,1,4,0,0,0
10564,1,0,2941,2,5,1,3,0,0,0
41572,0,2,1561,1,1,1,5,7,0,0
41018,0,2,2327,1,2,0,4,0,0,0
99314,1,2,810,1,3,1,4,0,0,1
31472,1,2,2253,3,3,4,5,0,37,0
38973,1,0,708,5,3,4,4,8,2,1
9114,1,1,2557,2,3,2,3,60,44,0
114530,1,2,1915,1,5,4,5,0,0,1
55508,0,2,1632,3,1,3,1,9,0,0
112884,1,2,3432,2,5,4,5,143,121,1
103214,1,2,1250,3,4,5,4,1,0,1
37062,1,0,1532,4,1,4,1,4,7,1
22854,1,1,2853,3,3,3,1,6,0,0
34223,1,0,1085,4,4,5,5,20,14,1
10086,1,0,3401,4,5,5,4,0,0,1
114509,1,2,1121,5,4,5,5,1,0,1
74195,1,2,1768,2,3,3,2,59,52,0
110476,1,2,1604,1,4,4,5,6,0,1
25330,1,0,1888,3,4,3,4,61,73,0
104950,1,2,2968,4,4,4,5,0,0,1
57692,0,0,1182,4,4,3,3,0,0,0
14766,1,0,2520,2,3,2,3,0,0,0
49624,0,0,2708,2,2,3,5,0,2,0
105067,1,2,2595,2,3,4,4,30,33,1
5968,1,0,2938,1,1,4,5,138,128,0
93847,1,2,3152,2,4,4,2,0,9,1
20634,1,0,2620,1,4,5,4,112,115,1
15855,1,0,1926,2,1,3,4,0,5,0
120340,1,2,2541,2,5,5,2,5,1,1
125617,1,2,2223,5,3,5,5,3,9,1
2776,1,0,1614,5,3,5,3,0,0,1
22754,1,0,1770,5,5,5,4,9,2,1
20694,1,0,2514,3,4,3,3,6,0,0
24365,1,1,476,5,2,1,5,0,0,1
70291,1,0,1524,2,2,2,3,61,53,0
83244,1,2,481,3,3,4,3,10,1,0
58065,0,0,2357,4,2,4,4,2,0,0
55214,0,2,1717,3,4,3,4,21,15,0
60850,0,2,2200,4,3,4,5,0,0,1
10656,1,0,1538,2,4,2,4,6,0,0
66581,1,2,2310,1,1,1,1,18,14,0
110472,1,2,1923,5,5,4,4,6,8,1
69080,1,0,2357,0,0,1,3,0,0,0
2121,1,0,2441,1,2,1,3,0,10,0
122317,1,2,735,5,3,4,5,51,38,1
102036,1,2,1994,1,4,5,4,57,58,1
118063,1,2,2047,5,4,4,5,29,28,1
125082,1,2,2812,4,5,5,4,0,0,1
42634,0,0,1319,1,3,1,3,12,16,0
12012,1,0,1934,2,4,0,3,38,59,0
67264,1,1,541,1,5,4,1,0,0,0
126237,1,0,1664,5,5,5,4,4,1,1
59999,0,2,1523,4,1,4,4,0,0,0
41214,0,0,1760,1,5,1,4,0,0,0
102565,1,2,2452,1,4,4,4,25,11,1
23562,1,0,1078,5,5,4,5,43,47,1
51837,0,0,1455,3,2,3,3,0,11,0
13046,1,2,949,3,3,4,4,32,19,1
126821,1,2,462,4,1,3,5,46,70,1
75401,1,2,1528,2,4,4,2,0,5,0
68895,1,2,1339,1,1,1,3,0,0,0
97619,1,0,1593,4,4,4,1,0,0,1
6288,1,0,1840,1,3,1,5,0,0,0
84409,1,0,498,3,4,4,3,0,3,0
30692,1,1,2021,2,3,5,5,28,23,1
85009,1,0,1523,3,3,3,4,0,14,0
62329,0,2,1962,5,2,5,4,0,0,1
84732,1,0,839,3,3,3,3,0,0,0
16041,1,0,1953,2,3,4,5,0,0,0
64909,1,1,2487,0,1,0,2,0,5,1
83260,1,2,466,3,1,4,3,13,0,0
239,1,0,2465,0,3,3,4,0,0,1
41261,0,0,1646,1,1,1,3,7,1,0
9515,1,0,1525,4,5,3,4,0,0,1
70706,1,2,604,4,3,5,2,53,40,1
41007,0,0,1405,1,3,0,4,0,10,0
18037,1,0,2013,2,5,2,4,76,69,0
83412,1,0,1300,3,3,3,5,0,0,1
114111,1,2,2845,2,5,5,4,0,0,1
53030,0,0,2287,3,1,3,3,0,0,0
80425,1,0,379,3,3,2,3,7,4,0
37082,1,0,1645,4,3,4,5,0,0,0
61430,0,2,1284,5,2,5,1,0,0,1
20450,1,0,2363,1,3,5,4,0,0,1
12419,1,0,2459,2,5,2,5,2,0,0
11955,1,0,1558,2,4,0,5,2,0,0
125316,1,2,1170,5,3,4,5,1,0,1
66990,1,2,1640,1,1,1,4,0,5,0
34898,1,1,1409,4,1,4,4,0,0,0
31540,1,0,1065,3,5,4,1,11,11,0
16773,1,1,528,4,4,4,5,0,1,1
65426,1,0,2834,0,2,0,1,0,0,1
85157,1,2,684,3,5,4,3,0,0,0
6303,1,0,2464,2,5,5,3,0,0,1
5489,1,1,1879,3,2,2,2,0,0,1
115705,1,2,2747,3,5,4,5,0,0,1
13391,1,0,343,3,5,4,4,0,0,1
43739,0,0,2598,1,4,1,4,0,0,0
119797,1,2,1763,1,5,4,5,0,30,1
42609,0,0,1926,1,1,1,3,0,0,0
97472,1,2,2813,2,4,4,5,25,50,1
8708,1,2,1988,3,5,5,4,0,0,1
95675,1,2,1973,5,3,5,4,12,0,1
74353,1,0,1647,2,2,2,5,0,0,1
85410,1,2,3266,3,3,3,3,0,15,0
117670,1,2,3150,1,5,5,5,0,0,1
28799,1,0,876,2,5,5,5,0,0,1
103212,1,2,1285,3,5,5,4,17,13,1
115995,1,2,453,4,3,4,5,8,9,1
26395,1,0,1337,3,3,3,5,0,0,0
59505,0,2,1558,4,1,4,5,2,9,1
114244,1,2,1467,1,3,4,5,6,2,1
65588,1,2,202,0,2,5,4,30,14,1
2303,1,0,2026,1,2,3,4,14,10,0
75949,1,2,2912,2,4,4,2,35,21,0
86864,1,0,1677,3,4,3,4,0,2,0
126806,1,2,468,1,2,5,5,0,0,1
18472,1,0,1725,2,1,2,5,61,61,0
128328,1,2,2197,4,5,5,4,8,7,1
117011,1,2,1819,4,2,4,5,0,4,1
57725,0,0,2224,4,1,4,3,0,0,0
72136,1,2,2430,2,5,3,2,29,40,0
19171,1,0,1579,2,3,2,5,0,0,0
41962,0,2,2240,1,1,4,4,149,138,0
112942,1,2,856,2,4,5,4,7,3,1
92207,1,2,357,1,5,5,4,0,0,1
79231,1,2,2801,1,4,4,2,0,0,1
20471,1,0,2405,3,2,5,4,7,11,1
51447,0,0,2222,3,3,3,4,0,0,0
44872,0,0,2187,2,4,2,5,58,44,0
126281,1,2,1725,1,5,5,5,0,0,1
12681,1,1,1390,1,3,5,4,24,16,1
96311,1,2,314,5,2,5,4,9,4,1
126727,1,2,498,5,3,5,5,0,0,1
36818,1,0,1330,4,1,4,4,16,13,0
94734,1,1,617,4,3,1,4,0,0,1
61050,0,0,1656,4,3,4,3,6,2,0
119361,1,2,3440,5,3,5,5,13,2,1
62392,0,0,1929,5,3,4,4,41,50,1
87740,1,2,1063,5,3,5,3,4,17,1
6119,1,0,2123,1,5,1,4,0,0,0
55823,0,0,1880,3,3,3,5,89,69,0
63298,0,2,3039,5,3,5,5,0,1,1
88622,1,2,683,3,5,4,3,0,0,1
5111,1,0,1876,2,2,2,3,0,0,1
21927,1,2,476,4,2,5,5,0,0,1
65887,1,2,610,1,3,3,5,5,15,0
32219,1,0,1430,4,4,2,2,0,0,0
87260,1,2,1064,1,4,4,3,0,0,0
74396,1,2,1960,2,2,2,3,0,0,0
120923,1,2,1442,3,2,4,5,0,0,1
40848,0,0,1010,0,4,0,1,0,0,1
42452,0,1,2128,1,4,1,4,0,0,0
33591,1,0,1467,4,4,2,1,0,0,1
129535,1,2,3003,2,2,4,5,6,0,1
36650,1,0,2226,4,4,4,4,8,0,0
2524,1,0,2216,1,4,1,5,0,0,0
89862,1,2,3189,5,4,4,4,57,105,1
125104,1,0,1313,5,5,5,3,0,0,1
10732,1,1,2464,1,5,4,4,92,107,1
76913,1,0,2892,2,2,2,4,17,36,0
21460,1,0,3492,3,3,3,2,106,117,0
80100,1,0,1428,3,3,3,1,0,6,0
37218,1,0,108,4,4,3,1,0,0,0
115809,1,2,3387,2,4,5,5,0,0,1
23902,1,0,1534,5,2,5,5,0,0,1
1598,1,2,1424,4,2,4,5,0,0,1
110514,1,2,2251,5,5,4,4,27,43,0
97626,1,0,271,4,3,5,4,0,0,1
100177,1,2,629,4,4,5,4,0,0,1
82448,1,2,2927,3,2,3,3,0,0,0
84673,1,0,2680,3,3,3,3,1,0,0
17935,1,1,1598,5,4,4,4,32,37,1
36079,1,2,3000,4,3,4,5,0,0,0
122660,1,2,3052,1,5,4,5,18,18,1
117628,1,2,2488,1,1,1,5,32,29,1
62890,0,2,1547,5,2,5,4,0,3,1
83223,1,0,1548,3,3,3,4,0,0,0
77513,1,2,1067,4,2,1,2,0,0,1
41455,0,0,2563,1,3,1,2,0,0,0
15159,1,0,2185,2,5,2,4,0,0,0
35904,1,0,2059,4,2,4,5,0,0,1
43812,0,2,1309,1,1,2,3,0,0,0
48505,0,0,2019,2,3,2,4,8,20,0
8452,1,1,1230,3,2,5,4,0,0,1
9439,1,0,1510,4,4,4,4,0,0,1
25467,1,0,2001,3,3,3,5,14,6,1
127,1,0,1894,0,1,2,4,0,3,1
75829,1,2,993,2,2,4,2,34,22,0
52044,0,0,2220,3,1,3,3,3,0,0
65109,1,2,211,0,4,4,1,1,0,1
111720,1,2,384,5,5,5,4,19,11,1
122818,1,2,3449,3,5,5,5,27,23,1
105720,1,2,458,4,4,5,4,0,18,1
114932,1,2,892,1,5,4,5,0,0,1
57946,0,0,1938,4,3,3,5,0,0,1
128134,1,2,1586,2,4,5,5,7,49,1
46408,0,0,2457,2,4,2,4,0,0,1
4318,1,0,916,0,2,4,4,6,0,1
90719,1,2,1967,2,2,1,4,1,0,1
118634,1,0,1590,5,5,5,2,0,0,1
13636,1,0,2298,1,3,4,4,0,0,1
11705,1,0,1084,2,1,2,3,0,0,0
27982,1,0,328,2,2,4,5,0,0,1
5409,1,0,2038,1,2,1,5,0,0,0
54715,0,0,2471,3,2,3,4,89,104,0
52956,0,2,1993,3,3,3,3,24,6,0
32785,1,0,1509,4,3,3,3,2,4,0
123876,1,2,1817,5,2,5,5,6,0,1
121645,1,2,962,5,5,3,5,0,0,1
39374,1,0,357,5,4,3,3,0,1,1
54408,0,0,2667,3,3,3,4,11,18,0
101901,1,2,2328,1,3,5,4,0,0,1
93324,1,2,1552,3,3,4,4,0,0,1
89712,1,2,1646,5,3,3,4,0,0,1
60074,0,2,2256,4,4,4,5,9,13,0
85700,1,2,1637,3,3,3,3,0,0,0
122125,1,0,1946,5,5,5,4,31,14,1
12410,1,0,1997,5,4,4,4,11,2,1
90328,1,2,1008,3,4,5,4,0,0,1
38739,1,0,667,5,3,3,1,32,83,1
118445,1,0,1190,5,5,5,5,0,0,1
55253,0,0,1875,3,3,3,3,0,0,0
66356,1,2,2379,1,4,2,1,0,0,0
15305,1,1,396,3,2,4,4,0,0,1
67365,1,0,1587,1,1,1,3,149,133,0
87632,1,0,1400,3,3,4,4,3,0,1
10181,1,0,983,2,4,5,4,0,0,1
96845,1,2,2488,4,4,4,4,0,0,1
86099,1,2,3185,3,5,4,3,0,0,0
39997,0,0,1864,0,2,0,4,0,0,1
39270,1,0,1551,5,2,5,5,0,0,1
29721,1,0,1749,3,1,3,4,0,0,0
22544,1,0,1822,3,2,0,3,0,3,0
50087,0,0,1652,2,3,2,3,18,8,0
118076,1,2,932,1,2,4,5,44,88,1
798,1,0,1693,0,3,4,1,0,0,1
87939,1,2,3115,3,4,5,3,66,67,1
113481,1,2,257,1,1,5,5,0,0,1
70358,1,2,246,2,5,3,1,0,0,0
126098,1,2,1755,1,4,5,5,0,0,1
21941,1,0,1885,3,3,3,4,6,0,0
14391,1,0,1495,2,2,2,4,60,39,0
68913,1,2,359,1,1,3,1,79,75,0
107697,1,2,2853,4,5,5,4,0,0,1
19687,1,0,3027,2,2,3,5,0,1,0
12577,1,0,601,1,2,4,4,0,0,1
56279,0,0,2541,3,4,4,3,28,17,0
117900,1,2,2126,2,2,4,5,0,0,1
78654,1,0,2063,3,3,3,3,0,0,0
54605,0,0,2771,3,4,3,5,0,0,0
76582,1,0,1842,2,2,2,3,0,0,1
44378,0,0,1739,1,2,0,5,0,0,0
90442,1,2,2887,1,5,4,4,0,0,1
124247,1,2,1566,2,3,4,5,0,0,1
65252,1,2,1680,0,1,4,5,0,0,1
128080,1,2,2993,1,5,5,4,0,0,1
4268,1,2,2872,0,4,5,4,0,0,1
23972,1,0,3208,3,2,4,4,0,0,0
100755,1,2,2988,4,1,2,4,2,0,0
63408,0,2,2156,5,5,5,4,24,18,1
14503,1,0,1473,4,4,4,4,40,29,1
19355,1,0,1168,5,4,5,5,7,11,1
16157,1,0,1322,2,3,0,4,0,0,0
105338,1,1,1596,4,4,4,1,0,0,1
42455,0,2,2211,1,3,1,5,0,0,0
38683,1,0,1944,5,5,5,3,15,11,1
51762,0,0,2341,3,5,2,3,18,22,0
72579,1,0,1511,2,2,2,5,0,0,1
6708,1,0,1619,1,3,1,5,59,60,0
89686,1,2,1708,2,5,5,4,0,0,1
56229,0,0,2265,3,2,4,3,0,14,0
88710,1,2,464,4,5,4,3,0,0,1
1283,1,0,1776,1,2,1,3,7,21,0
53763,0,0,2700,3,5,3,4,30,29,0
48416,0,0,2575,2,5,2,4,0,0,0
99365,1,2,2961,4,5,4,4,0,0,1
106153,1,2,3122,2,2,3,4,29,29,1
79893,1,2,2833,3,5,5,3,13,40,1
63457,0,2,1661,5,3,5,5,32,36,1
116628,1,2,331,4,4,5,5,0,0,1
98580,1,2,978,5,4,4,4,0,0,1
21966,1,0,1484,1,2,4,5,0,0,1
15430,1,0,1616,2,5,2,1,0,7,0
50384,0,0,1953,2,5,2,4,0,12,0
121370,1,2,2300,2,5,5,5,65,63,1
41888,0,1,1860,1,3,1,3,0,5,0
69395,1,2,2545,2,1,3,2,0,0,0
34419,1,0,2503,4,4,4,4,0,0,0
31855,1,0,1756,3,4,4,5,0,0,0
122148,1,2,3050,5,3,5,5,5,14,1
91647,1,2,2858,3,5,5,4,20,1,1
111270,1,0,1630,3,5,5,2,0,0,1
48878,0,0,1834,2,3,2,3,0,0,0
115650,1,2,2524,4,2,5,5,0,0,1
59453,0,2,2463,4,3,4,4,0,0,1
35879,1,0,1782,4,3,4,5,4,1,1
5632,1,0,474,2,4,4,2,0,0,1
20795,1,0,1807,3,5,4,4,0,0,1
67722,1,0,2250,1,1,1,2,19,26,0
129347,1,2,3352,1,5,4,5,16,21,1
29432,1,2,2175,3,2,4,5,76,101,1
91861,1,2,3271,3,3,5,4,15,6,1
85687,1,2,2171,5,4,5,3,24,16,1
5046,1,0,1638,3,5,4,2,0,0,1
99597,1,2,721,3,4,4,4,0,0,1
57633,0,0,2191,4,5,4,3,0,8,0
94449,1,2,3263,2,5,4,4,0,0,1
46878,0,0,2329,2,3,2,3,10,0,0
16024,1,0,2386,1,1,4,4,0,0,1
23734,1,0,1551,3,5,4,5,0,3,1
48504,0,0,2762,2,1,2,3,7,21,0
27109,1,1,2001,3,1,3,4,5,0,0
4875,1,0,2011,1,1,1,3,2,0,0
61599,0,2,1918,5,5,5,5,25,31,1
78003,1,0,1121,2,1,4,3,6,0,0
60870,0,0,1570,4,2,4,5,0,0,0
44634,0,0,1907,2,2,2,3,0,0,0
30264,1,0,2310,3,5,3,3,28,23,0
28066,1,0,2633,3,5,4,5,0,12,0
78975,1,2,846,2,5,3,2,5,0,0
91013,1,2,3058,5,5,4,4,39,26,1
5959,1,0,2755,1,4,1,4,0,0,0
41074,0,0,1775,1,5,1,2,0,0,0
26424,1,0,510,3,2,5,5,0,6,1
123340,1,2,3126,3,3,5,5,0,0,1
127564,1,2,1925,5,2,4,5,101,92,1
46046,0,0,2037,2,3,2,5,47,50,0
78655,1,0,2140,3,3,3,4,0,0,0
73564,1,2,1853,2,2,2,4,0,0,0
99035,1,2,2623,4,3,2,4,0,0,0
93089,1,2,2806,2,4,4,5,3,0,1
58234,0,0,2018,4,5,4,2,0,0,0
18277,1,0,2119,2,3,2,3,0,0,0
40692,0,2,1639,0,1,0,5,0,0,1
8080,1,0,1433,2,1,0,4,0,0,0
96736,1,0,126,4,1,3,4,14,36,0
7254,1,0,3215,3,5,5,3,4,22,1
96414,1,0,1702,4,4,4,1,0,0,1
88675,1,2,3411,5,3,4,5,76,73,1
76973,1,1,1440,2,2,2,4,0,0,0
68582,1,2,2897,1,2,4,1,0,0,0
79892,1,2,2879,2,4,5,3,0,0,1
119339,1,2,415,4,5,5,5,54,63,1
56204,0,0,1991,3,3,4,4,51,59,0
52123,0,0,1505,3,2,3,3,0,0,0
68345,1,0,1061,1,2,4,1,0,0,0
36870,1,0,2183,4,3,4,5,16,45,1
110633,1,2,3035,5,4,4,5,0,5,1
45645,0,0,1589,2,1,2,4,0,0,0
82067,1,2,993,1,2,4,3,0,7,1
40552,0,2,1819,0,3,0,5,0,0,1
71689,1,2,1684,4,2,2,4,0,0,1
104912,1,2,2475,4,4,4,4,30,17,0
30136,1,2,1015,1,4,2,5,7,10,1
54805,0,0,2325,3,1,3,4,92,101,0
30426,1,1,1687,3,3,3,4,0,0,0
89488,1,2,2308,1,4,5,4,0,0,1
112412,1,2,540,1,4,5,4,53,48,1
40994,0,0,1857,1,1,0,4,1,0,0
31775,1,0,239,3,4,5,1,0,0,0
13238,1,1,2300,2,2,3,5,108,137,0
66653,1,0,598,1,4,3,1,0,0,0
46110,0,0,2451,2,5,2,3,0,0,0
121363,1,2,1074,3,5,1,5,0,0,1
106799,1,2,2220,5,4,4,4,0,0,1
109764,1,2,2277,2,5,4,5,1,0,1
72450,1,2,1534,1,4,4,2,2,0,1
22244,1,0,2036,3,3,3,3,0,0,0
64150,1,0,1988,0,3,0,1,0,0,1
85081,1,2,2798,3,5,3,3,0,3,0
20012,1,1,1330,4,4,5,5,0,0,1
44016,0,2,1988,1,1,1,3,12,9,0
22898,1,0,2499,1,3,5,5,0,0,1
47528,0,2,3393,2,2,2,5,0,0,0
33863,1,0,2350,4,2,4,4,29,16,0
29417,1,0,2159,3,5,4,5,0,0,1
54713,0,0,2741,3,3,3,5,0,0,0
42608,0,0,1990,1,3,1,3,0,4,0
49424,0,0,2169,2,5,2,2,87,103,0
16497,1,0,1202,2,5,4,4,9,18,1
116948,1,0,1739,5,5,5,2,0,0,1
22216,1,0,2032,4,2,4,5,51,16,1
61160,0,2,2380,4,1,5,1,58,35,0
51104,0,0,1335,3,5,3,3,0,0,0
52314,0,0,2502,3,3,3,5,37,21,1
70362,1,2,209,2,3,3,1,0,0,0
110590,1,2,386,1,2,5,5,43,34,1
42648,0,0,1922,1,2,1,4,5,0,0
82788,1,0,1764,3,2,4,3,0,0,0
85739,1,2,1679,3,3,4,3,0,0,0
37793,1,0,1297,4,5,4,3,45,41,0
5725,1,0,1540,2,2,2,5,20,17,1
105833,1,2,2392,2,2,4,4,14,22,1
116906,1,2,206,5,4,4,5,0,7,1
91939,1,0,2591,4,4,4,5,9,0,1
47450,0,0,2127,2,3,2,3,7,13,0
87299,1,2,251,1,3,2,5,0,9,0
69535,1,2,3027,3,2,3,1,120,108,0
118084,1,2,940,2,4,4,5,0,0,1
87287,1,2,2498,1,4,3,4,0,0,0
116656,1,2,290,3,2,3,5,108,107,1
29688,1,0,1570,3,3,3,5,0,0,0
126906,1,2,1606,3,4,5,5,0,0,1
50151,0,2,2012,2,5,2,4,0,0,0
74578,1,1,1063,2,2,2,3,19,30,0
88198,1,2,1390,1,3,4,5,0,2,1
28825,1,0,818,5,3,5,5,1,2,1
123333,1,2,2181,4,2,5,5,0,0,1
49197,0,0,1906,2,1,2,2,87,68,0
111420,1,2,3136,4,2,5,5,2,0,1
48093,0,2,1886,2,4,2,1,0,0,1
68599,1,2,583,1,1,4,1,9,7,0
97272,1,1,487,4,1,3,4,0,0,1
32196,1,0,1465,4,4,0,3,0,0,0
27871,1,0,649,3,5,5,5,13,17,1
8306,1,0,1665,5,4,1,5,10,6,1
82485,1,1,2388,3,3,3,3,96,83,0
20815,1,0,2049,3,3,3,3,0,0,0
121924,1,2,1896,5,5,5,4,37,30,1
122462,1,0,2042,5,5,5,4,0,2,1
24766,1,0,2203,5,5,5,4,0,0,1
100920,1,2,1557,4,4,4,4,0,0,1
66265,1,0,1170,1,1,1,3,90,71,0
24200,1,2,441,3,2,5,5,1,13,0
95298,1,2,2477,4,4,4,2,49,41,1
96540,1,2,1932,3,4,4,4,0,0,1
76738,1,2,3276,2,3,4,2,0,0,0
121579,1,2,1718,2,3,5,5,8,8,1
90068,1,2,3187,1,5,5,4,0,0,1
77537,1,0,1115,2,2,5,2,42,24,1
11742,1,0,983,3,2,5,4,0,3,1
116441,1,1,2269,5,5,5,4,0,0,1
101074,1,2,409,4,4,3,4,6,1,0
74362,1,1,1119,2,2,2,3,0,8,0
47436,0,2,2156,2,4,2,4,22,22,0
96897,1,2,2411,1,5,5,4,0,0,1
30028,1,0,2757,5,1,1,5,0,0,1
24620,1,0,2070,5,5,5,3,13,12,1
75046,1,0,2459,2,2,2,4,0,1,0
107074,1,2,2332,5,4,5,4,0,0,1
109149,1,1,2756,4,4,4,5,0,0,1
105679,1,2,2407,4,2,4,4,0,0,1
32968,1,0,2524,4,1,4,3,0,9,0
125802,1,2,869,3,4,5,5,0,0,1
55651,0,0,1479,3,3,2,4,2,17,0
62714,0,2,2429,5,2,5,4,106,117,1
34106,1,0,1896,4,1,0,4,21,11,0
29812,1,0,1710,3,4,3,3,4,0,0
107129,1,2,1806,2,3,3,4,4,1,1
65964,1,2,3130,1,2,0,3,0,0,0
41099,0,0,1501,1,4,1,5,0,0,0
7289,1,0,2135,4,3,3,5,0,0,1
37236,1,0,3452,4,5,4,5,0,0,0
86577,1,0,2807,3,3,3,4,0,0,0
103184,1,2,2752,1,3,4,4,0,0,1
93445,1,2,1405,5,5,4,4,0,0,1
78451,1,1,1967,2,2,2,4,10,8,0
75867,1,0,1094,2,2,3,2,19,19,0
49761,0,0,2878,2,2,4,2,0,12,0
24940,1,0,1292,3,1,3,4,0,0,0
33155,1,0,2739,4,4,4,4,2,0,0
118601,1,2,2124,1,4,5,5,0,0,1
81081,1,0,676,3,4,4,3,24,43,0
114118,1,2,1699,3,2,4,5,0,0,1
49002,0,2,1527,2,4,2,4,11,36,0
23708,1,0,1799,3,1,3,4,0,0,0
99252,1,2,818,4,1,3,4,51,48,0
95509,1,2,463,4,4,5,4,0,2,1
13352,1,0,1581,2,3,2,4,12,22,0
122822,1,2,3433,2,5,5,2,0,1,1
30813,1,0,1394,3,1,3,1,0,0,0
69318,1,0,2350,2,2,1,3,7,0,0
66424,1,2,2939,1,1,2,1,0,0,0
90737,1,2,847,5,3,5,4,2,0,1
44100,0,0,1701,1,4,1,4,0,0,0
17396,1,0,493,3,2,4,4,0,0,1
59573,0,0,2420,4,1,4,4,0,0,0
91339,1,2,3369,4,4,4,4,0,0,1
29021,1,0,1535,3,3,3,5,19,18,0
31220,1,0,510,3,4,4,2,0,0,0
69736,1,2,474,1,3,1,1,0,0,0
71878,1,1,1677,2,2,2,2,0,0,0
71914,1,2,316,2,5,2,2,0,0,0
63135,0,2,1765,5,2,5,5,0,0,1
61222,0,2,1292,4,1,5,4,0,0,1
111002,1,2,1378,4,5,5,5,0,4,1
8307,1,0,3277,2,1,2,5,81,59,0
22776,1,0,1282,3,2,3,4,23,23,0
113556,1,2,2887,4,4,4,5,0,0,1
40454,0,0,1324,0,4,0,5,0,1,1
3227,1,0,1787,1,5,0,4,0,3,0
70676,1,2,1974,2,2,2,4,37,45,0
75654,1,2,2210,5,2,2,5,5,5,1
110752,1,2,2836,1,5,4,5,0,9,1
101665,1,2,316,5,4,4,4,0,0,1
29733,1,0,1637,3,2,3,5,13,30,0
36874,1,0,2720,4,3,4,5,0,3,1
71848,1,2,3382,2,4,3,2,1,0,0
20882,1,0,1552,3,5,4,5,59,49,1
8382,1,0,952,2,5,0,4,19,43,0
109632,1,2,127,2,4,4,4,0,0,1
102567,1,2,2423,4,2,4,4,26,18,1
65789,1,0,716,1,4,1,3,6,0,0
74101,1,2,3083,2,5,4,2,0,14,0
37807,1,0,2352,4,5,4,5,0,0,0
1515,1,1,375,4,4,4,4,80,96,1
18723,1,0,2186,2,2,2,4,1,36,0
120895,1,0,2469,5,5,5,1,0,0,1
25224,1,0,955,5,4,3,5,28,19,1
90650,1,2,2201,2,5,4,4,17,6,1
85840,1,2,2395,3,4,5,3,0,0,1
121576,1,2,2364,4,5,5,4,0,0,1
15138,1,0,1977,2,2,2,4,0,0,0
43614,0,0,1170,1,4,1,3,0,0,0
128648,1,0,2160,5,5,5,5,0,0,1
59246,0,0,1883,4,4,4,3,0,0,0
62505,0,2,1465,5,3,5,4,7,0,1
117145,1,2,2366,2,2,5,5,0,0,1
104937,1,2,584,5,3,5,4,32,30,1
8994,1,2,338,4,4,4,4,0,0,1
95054,1,2,3139,4,4,5,4,80,83,1
82319,1,0,1280,3,3,3,4,107,104,0
58498,0,0,3056,4,2,4,5,0,1,1
116104,1,2,415,1,5,5,5,12,3,1
35430,1,0,1635,4,1,4,5,0,0,0
85832,1,2,1397,3,3,3,3,0,0,0
60163,0,2,1812,4,2,4,3,6,0,0
42080,0,0,3205,1,4,1,3,2,21,0
16069,1,0,1767,2,5,5,5,0,2,0
48242,0,0,2996,2,5,2,5,0,0,0
97983,1,0,312,4,2,2,4,58,55,1
32082,1,0,1342,4,5,4,4,2,9,0
27150,1,0,944,3,5,5,5,0,13,1
30616,1,0,1502,3,5,3,4,5,4,0
23546,1,0,2413,5,4,5,5,3,0,1
38037,1,0,1508,4,2,4,2,0,0,1
7551,1,0,331,4,2,4,3,0,0,1
105243,1,2,3441,2,4,4,4,0,0,1
89606,1,0,1151,4,4,4,2,6,0,1
114419,1,2,3105,4,5,1,5,31,15,1
43786,0,0,2197,1,3,2,3,8,18,0
121521,1,2,1028,1,3,5,5,0,0,1
95906,1,2,3320,2,4,4,4,2,0,1
20769,1,0,2266,4,5,4,1,0,0,1
109009,1,2,3194,2,4,4,4,0,0,1
63882,1,0,1815,0,1,3,1,0,0,1
21134,1,0,1386,5,5,4,5,0,0,1
92981,1,2,2388,4,4,4,4,32,36,1
12975,1,0,2791,2,5,2,4,32,25,0
108827,1,2,3494,1,2,4,5,0,11,1
89397,1,2,2488,4,3,5,4,0,0,1
126018,1,0,1898,5,5,5,5,80,54,1
128933,1,2,3299,5,5,5,2,0,0,1
80359,1,0,594,3,4,3,3,36,35,0
71818,1,2,416,2,3,2,2,56,30,0
108177,1,2,2305,5,5,4,4,3,0,1
62420,0,2,1527,5,3,5,4,0,0,1
48301,0,2,2171,2,3,2,4,101,92,1
18929,1,0,1540,4,5,4,4,124,105,1
55446,0,0,2506,3,5,3,5,0,0,0
116161,1,2,2066,4,3,4,5,37,39,1
103981,1,2,907,1,4,5,4,0,0,1
77534,1,2,1764,4,2,5,2,0,0,1
128049,1,2,1957,4,3,4,5,10,20,1
91100,1,2,713,2,3,4,4,34,32,1
106343,1,2,2463,1,3,5,4,11,17,1
39047,1,0,2217,5,4,4,2,1,0,1
34871,1,0,2292,4,3,4,5,0,0,0
88976,1,0,2846,4,4,4,3,0,0,1
129789,0,2,1625,1,4,1,2,1,9,0
69351,1,2,2279,2,5,3,2,0,0,0
